SampleID,Cluster1,Cluster14,Cluster6,Cluster12,Cluster24,Cluster23,Cluster17,Cluster54,Cluster13,Cluster20,Cluster16,Cluster46,Cluster21,Cluster7,Cluster19,Cluster26,Cluster32,Cluster52,Cluster47,Cluster30,Cluster29,Cluster48,Cluster3,Cluster43,Cluster25,Cluster22,Cluster44,Cluster5,Cluster8,Cluster10,Cluster11,datetime,batch,batch_day,days_passed,elapsed_time
240319_132915,377.764456341864,312.967050221472,4021.95399160459,73.4527153603718,960.689188745405,209.748373973693,61.9189844343956,1584.24848443592,147.463976309561,132.265391941193,838.246557600118,386.066025218443,253.018172260325,47.6032198334569,54.5445213849605,240.963116445291,54.5496077511349,2521.48452679064,276.837060588208,224.890888999647,314.317060860411,34.5370109605791,82.53121462289,59.4732032833152,28.8996684882104,7.47383428477873,35.4845307338832,22.6797161002139,12.5156894347238,17.6033818278972,44.7643655535339,2024-03-19T13:29:15Z,1,2024-03-19,0,0
240319_144050,356.131150271358,344.031417431643,3791.34385530479,73.8274807999269,964.731148233017,201.670241412551,67.9997682965313,1462.79999533921,153.448992067192,135.47213568058,863.557145372513,400.71783411095703,256.342497768141,38.4830478979677,59.500834025899,281.085275776608,62.7362309971681,2753.93468310784,199.194318830746,201.183272079356,324.394764504457,42.7418561851568,74.7439424949073,52.1930048512486,34.2388417298913,8.22836833656033,37.0234689484507,23.9212647154138,8.59728358213604,16.9003398037257,38.4845787178103,2024-03-19T14:40:50Z,1,2024-03-19,0,1.1930555555555555
240319_155225,358.349166115662,357.556277700715,4037.56990492372,68.7879327735678,983.810538047663,209.142236261119,67.2809840944467,1134.19897960185,155.536940571864,140.6880675469,823.341045385175,440.660663186956,253.868569108336,45.4954862507558,60.749327958074,268.492158669585,56.9111044207502,2603.81627699367,152.207683036685,171.30921025478,308.234775727891,41.8469686744697,75.4997050344366,47.2424972228522,31.9892204809396,8.18856303115948,37.3865871711085,29.3828928396865,15.5546099668182,21.718519278168,106.283622330158,2024-03-19T15:52:25Z,1,2024-03-19,0,2.386111111111111
240319_170400,346.959045051695,349.245817977631,3825.64607445854,66.2018415619883,1103.45053235724,179.047794966427,77.1081161442383,999.026868655115,174.900769547904,139.75958555169,801.697819607119,488.653073918404,270.758821761993,32.2779698254781,79.3910532711035,276.20766602634,67.3643982559426,3009.22218260516,209.721450795971,146.712847231843,342.870852595249,52.8688472254108,50.3161645402217,37.9083225515301,35.9617748490374,8.71489208238586,41.6640939646588,31.4901946797279,15.5031943095448,16.8829227877296,51.1975497318547,2024-03-19T17:04:00Z,1,2024-03-19,0,3.5791666666666666
240319_181535,356.846852249365,387.977116038442,3939.9391297588,65.5206525169041,1091.40022926331,201.966574566034,80.2195766467413,1916.26404369775,189.708119759711,170.788477971562,802.636923109198,534.469811970253,266.249473897018,26.6587095716437,81.8641395364141,343.574081745924,78.7801626311913,3151.12014829692,442.396919139094,107.197202055811,372.540678570635,46.9089719029505,58.2128247441824,38.219642574588804,38.9239267691059,12.6485725297646,39.343177513631296,25.9956580153233,17.4101050910399,17.1981250823209,58.8822839068354,2024-03-19T18:15:35Z,1,2024-03-19,0,4.772222222222222
240319_192710,351.047060489336,486.772257024374,4293.96533484763,63.5453962976586,950.008099533464,199.88193735064,90.3257784863201,1514.73733254416,192.030112817096,180.131361331596,893.349682331822,581.89974982757,264.178538532042,30.1827092807243,91.3192437574977,358.068948239548,83.3194817952555,3287.53323703797,149.621466388934,87.5534339982539,386.011043702306,69.0190566613465,58.1842688265489,32.6416320231023,42.3417761470007,12.8326753374364,52.762194352536,65.6090167005323,20.8033279312303,40.4154035597135,346.64974431697,2024-03-19T19:27:10Z,1,2024-03-19,0,5.965277777777778
240319_203846,336.41627811712,494.837617912249,4532.01963960825,65.4363364560294,1073.58857032026,223.482261469262,101.750947492405,1558.16234789739,209.9558442313,196.460540429234,957.623638171651,766.767980248395,336.273482427438,28.7564339879657,100.150317823023,369.607203660845,102.350967861721,3502.93977512792,88.5253901832966,84.7627859016005,412.58731309892,86.9268883164002,59.6875261790396,34.5807999948314,50.7946451539311,13.8446946221667,66.9314755401462,51.1844513072138,25.3859908567757,38.4563764611312,102.652175063861,2024-03-19T20:38:46Z,1,2024-03-19,0,7.158611111111111
240319_215020,382.362631939797,419.668481034801,4315.14245261786,68.0252277128753,956.626699477875,225.655181188625,85.5901908521124,1504.66114781757,182.450616314947,175.886176318686,818.667505001766,565.365785005831,333.838960344551,41.8790000130929,88.4844279377682,320.172640362031,73.2641330183448,3155.17741600584,113.296072705286,115.414297960709,359.187729327312,60.1069411541896,83.0457554472902,45.232218449982,41.8430303321772,12.5966815985742,50.8048527095461,53.1833034471991,26.3905706091044,43.2570210128045,556.803273258944,2024-03-19T21:50:20Z,1,2024-03-19,0,8.35138888888889
240319_230155,360.945208502164,414.517005768091,4282.98796566668,67.1363531473187,947.663037124836,217.40567479966,83.183183064526,1992.9604869453,184.130946137587,195.001923563729,795.506115494393,580.32167243169,326.855331264093,35.78475002183,86.4471192066008,335.424543853268,74.5378686242232,3217.10081800055,258.992894070033,95.1244357481632,348.001518747276,71.7593057489591,83.0658928123263,34.6470814272616,45.271554667272,13.233219389503,51.1561585572116,43.0093619594127,27.0998426306951,37.8253337061471,178.331509159824,2024-03-19T23:01:55Z,1,2024-03-19,0,9.544444444444444
240320_001331,367.639290969324,426.005190237775,4263.63837184544,65.2367358342964,949.534474693128,195.411297388775,85.2886204029744,2029.44943515894,187.818095377517,185.90142816249,866.893442957998,614.637291643645,295.87738363422,29.3020917638257,87.682847586799,351.4807347254,77.3237034832494,3251.89588199335,225.64205707177,78.304899956068,364.185554406887,74.1666474434861,70.023994002175,31.686178018531,43.9569144176969,9.62386682495094,52.2181982624236,45.9142325524221,25.661599362112,29.1453263784777,106.95802515659,2024-03-20T00:13:31Z,1,2024-03-19,0,10.737777777777778
240320_012507,360.147029167586,483.457195101874,4360.89440184287,68.7926289020856,1090.30459015913,202.653194433157,91.775528097803,1878.00386645673,194.65577758136,196.908097619883,827.413111719349,643.22787834178,305.021941772443,24.96165231352,91.8915501901185,391.583505567506,80.8241124797226,3364.58340744811,171.117007713498,69.3733644007919,387.402701339522,84.3024422070422,71.0308173386728,29.8552479646984,45.262644509735,10.6379101419247,57.2815223557641,52.7797640814728,19.1364478512362,26.9055456677934,135.097158007281,2024-03-20T01:25:07Z,1,2024-03-19,0,11.931111111111111
240320_023641,335.135749245019,462.480937870604,4479.89718972503,63.0148402968552,1086.28305792464,208.531159257251,99.2900801575875,1701.05944233315,210.625948953564,193.203345045116,919.050227837281,736.671921648708,308.79138463615,23.9045498169512,96.6330241176237,370.095067701339,101.706212272368,3512.33694599331,258.344118892426,71.7814948494928,424.113546506305,85.4910532937755,67.0463501439839,29.6370858837515,47.2563309629801,10.7959950380072,64.3584423155278,45.527794284273,23.3398819509343,26.8992895435991,86.0453114134305,2024-03-20T02:36:41Z,1,2024-03-19,0,13.123888888888889
240320_034818,333.099853864938,464.989443875917,4565.27689350759,60.8069781051194,1085.52595343937,222.610863229462,85.9483622381868,1622.99365691701,210.570725045532,204.1218061182,850.143271170312,793.999468799724,288.957994196579,24.4173340370911,103.276939871862,381.728246004177,99.6383296411711,3390.85664123334,176.54559082528,66.538290839165,412.036293181204,91.9589007122655,64.5341788088427,27.5124315649044,51.6747208287827,10.9513108403239,67.0945372934692,114.122954420915,32.9585672588753,47.6354335292971,714.450820866982,2024-03-20T03:48:18Z,1,2024-03-19,0,14.3175
240320_045952,437.667820593802,467.010105961044,4504.22721023077,61.4120124348249,943.852883972934,208.437351953866,100.473230314171,348.343824595491,200.892358329921,194.686904795383,876.22066340605,767.102415461474,320.663919365578,19.592938238185,101.296681819677,387.567789119667,95.5076646978837,3467.57538940826,41.4776058301447,59.4503515389254,409.631694522106,96.975158718658,68.1394562359281,27.8619815057088,39.8516076958384,14.0150770646431,61.9998954383886,59.0410370230159,24.5859453970422,39.1724285630101,136.803666184703,2024-03-20T04:59:52Z,1,2024-03-19,0,15.510277777777778
240320_061128,339.102987970716,482.899837489021,4450.66197606099,61.7313801317494,940.261382176833,220.469449399993,86.0481715623962,427.025764795911,201.103012427387,201.028625492234,815.39371593501,691.333142009095,315.028917143894,21.6367137164687,102.009216919249,364.378259571187,91.4161457216607,3508.0605595835,38.2266790378782,57.2458365421322,399.03210022844,82.4991056986731,57.6588357642434,30.0586776476593,40.5346953745581,10.6059227350234,63.6524958043545,56.5995394197012,47.7816588530266,37.1853141808405,142.715453381156,2024-03-20T06:11:28Z,1,2024-03-19,0,16.703611111111112
240320_131536,482.276770151868,286.285605388837,3603.98874513691,70.7018696105306,1075.1308414253201,163.343605055468,53.1886892147721,1671.56050079256,133.648069503506,108.467729712941,699.791247465502,332.433389287375,232.516777614194,36.7794199828196,59.4897087179587,227.370693234212,49.0413917994212,2264.75632461993,334.952516365693,219.671798053511,283.460620721882,32.4450039464095,63.8474773740632,54.70347663018,27.2755768554031,8.10818485875019,29.8153649911571,19.7124302522314,7.81030768588079,10.922488023216,22.9584115722027,2024-03-20T13:15:36Z,2,2024-03-20,1,0
240320_142710,379.350948746008,298.046519962534,3578.0019213216,67.1592242301168,1030.56879247235,156.258295606958,52.6782197076477,1441.0422483001,128.643154278968,111.604088914513,780.523045405441,312.799727160599,232.443536171164,37.3804736505111,57.5006768624219,228.589822860957,57.7238581918232,2316.54778468591,245.669224678242,194.732020278056,247.362200109806,31.3931143702651,59.0192357200946,57.7792811652515,27.3983994575645,6.69870212456936,36.4839347954734,23.2565154266263,5.99862024396552,10.3921348222001,25.4231715821663,2024-03-20T14:27:10Z,2,2024-03-20,1,1.1927777777777777
240320_153845,365.153234651637,355.272474351048,3982.54184456196,61.9148643724638,913.218719765764,182.442735667388,59.854526129052,849.731719179085,142.472571858018,131.936276680948,781.133905865845,405.072319464635,228.979151471131,40.1056686229693,52.4400131753116,267.343615792084,61.836553797702,2620.90063839632,207.702180267285,133.039342196085,309.337139568181,37.7020465245735,58.3073004348274,44.8516229188312,29.2469836010976,7.61220236857703,45.2324214029625,27.6334984355765,11.9415136837027,14.4940082641898,46.120838024694,2024-03-20T15:38:45Z,2,2024-03-20,1,2.3858333333333333
240320_165020,335.937405503726,306.077615410804,4022.25820746539,60.700121286562,778.650589958502,196.548159950949,45.0759282930537,1370.68989763591,107.424062617644,111.954777877305,798.592349362981,374.897705040624,241.854714033018,45.2124032794182,37.5771229516675,231.902572418647,82.4957721739083,2512.14280469735,186.066985731067,178.851354039877,322.459290616349,32.7419538287024,101.312887166669,97.8013888116629,25.6952706233545,5.66087012826856,59.9515292986266,31.1038074118888,9.46263575822425,15.6022967987301,36.4206408744559,2024-03-20T16:50:20Z,2,2024-03-20,1,3.578888888888889
240320_180157,356.021380888633,333.134653620622,3650.91878175402,66.2894498868349,878.251117350813,192.959148799965,49.8056210229289,995.90468675943,120.813806990354,134.402270264019,748.44601422096,320.017438377774,248.56828029117,48.863834706711,53.4345199192901,254.382413236636,61.065031055825,2449.60208720353,186.94155958664,186.499681890201,300.018039604514,29.2281653818828,79.1449624278641,54.9724909577893,30.1905373750629,7.30730710969486,40.4138336574713,26.9194459524378,12.1251633573934,15.9125774419409,48.16797583558,2024-03-20T18:01:57Z,2,2024-03-20,1,4.7725
240320_191332,388.903350732788,322.388554046885,4008.17811077141,70.114354229026,935.273661468145,201.775696194312,57.3451658017895,1300.06079586184,139.508910934631,141.076481423946,780.614240606473,393.440101357482,246.694615006245,43.5405885047009,64.7403340595191,255.205047166423,59.6882883562715,2486.05329503676,205.288154887886,201.509891245593,301.922942534339,35.3193849114586,87.817138201406,51.469295123141,31.7178432898445,7.70726424148715,36.7079407523725,23.5905502337777,9.89000272336726,18.7050941736457,36.2861306957791,2024-03-20T19:13:32Z,2,2024-03-20,1,5.9655555555555555
240320_202507,409.689785727354,321.362256204602,3809.40279521522,73.1869234992208,1100.67436816689,212.532750770407,70.3155078884826,1538.49641938725,158.799281174039,138.187656371188,848.880046344587,418.525527120019,263.793398126722,43.9321967554317,73.6950429553436,275.397221870761,64.0320413897089,2861.33118574347,222.305606247298,165.620895658681,322.895424528786,45.6479826227801,90.619798806504,50.0131510454567,29.8233017383413,11.1639302807576,42.7036451471247,32.1544295191349,11.2562633752016,17.1820670077673,111.751470305543,2024-03-20T20:25:07Z,2,2024-03-20,1,7.158611111111111
240320_213641,399.419460499388,432.363734117294,4161.82245184137,73.284681928803,1105.37996031512,207.316868295769,73.8737585060043,1375.12638512542,171.612711596091,167.18663234324,869.12344649063,517.10229600385,254.796630150136,36.9484956834373,77.7105592750072,334.231696336205,69.3371526216536,2941.24806290684,237.186484580566,120.132648324403,351.486133570677,52.880731767843,75.4013800930801,46.3282470602012,38.8262995700578,9.39531449312262,44.3410699727394,33.5937965462716,13.1249999773021,17.7246991832523,53.526260202175,2024-03-20T21:36:41Z,2,2024-03-20,1,8.35138888888889
240320_224816,528.114955305197,374.350918813531,4229.79966489409,67.7716580374617,1107.87252403332,214.329773899351,79.5898633266894,2078.06725508473,175.440763287737,150.485148958763,887.554661245531,502.283046440556,265.219754731617,31.3684447715628,80.8487369445478,332.390210074484,71.9576725734568,3073.05768100797,223.444876721486,87.591050399247,350.321862251989,58.9271382924627,78.2149902523092,36.2947298100112,40.9968461083699,12.2565881542921,49.0763628180213,36.6229183104164,15.1759249835876,20.7151087009544,121.271926166855,2024-03-20T22:48:16Z,2,2024-03-20,1,9.544444444444444
240320_235952,355.041809354814,348.993225867333,4301.5119869009,67.0070973557839,1123.42348787017,205.266260460899,86.8285189464325,856.004720848778,189.737380049985,170.229976922451,861.04676527975,529.60848332375,268.97779426453,23.8280806669948,86.6550818124914,311.103189803534,75.6969912629317,2952.32060255924,86.654524742942,83.0855353040629,374.372657024988,61.3416243435912,73.28202017844,30.8938829263075,43.9282920031346,10.1993845172041,49.8552388979128,30.6227050504896,11.8928223201269,19.6109203166322,61.3135490118618,2024-03-20T23:59:52Z,2,2024-03-20,1,10.737777777777778
240321_011128,341.445185242432,389.787511891107,4283.31224178608,64.5042028926966,1116.31849816947,194.549807722089,83.123368547288,1055.72312785501,188.770310624748,187.412944342733,753.636595433795,594.165553923602,309.49154318213,27.5381884201629,87.8244997212791,327.574450277775,69.4877354087781,3027.2003331892,148.530436342581,71.7721518999381,360.433494592249,60.3829209146204,70.3214198935775,27.356461938645,43.1691332063982,10.0938891692437,51.4493158228382,80.0482747071128,35.2045377656035,35.7229889543271,430.910077887421,2024-03-21T01:11:28Z,2,2024-03-20,1,11.931111111111111
240321_022302,344.104823025311,423.785844122141,4309.29779267329,64.3410776139032,1108.69900757273,191.158303287115,87.8014051560252,2417.49844311095,194.394457764069,194.170365234055,768.409597026448,605.108531281084,285.867683504482,25.3150073393769,85.9223691452261,365.548695245904,78.8243051268204,3261.16781289215,348.322738463594,63.6657332005449,365.876307477851,66.4603635321437,67.7830731580924,27.8027473072496,48.0736313493987,12.8378533075707,51.0953874476631,91.9486479065776,33.0349483703834,40.4742560488681,608.582920305561,2024-03-21T02:23:02Z,2,2024-03-20,1,13.123888888888889
240321_033439,334.936085656948,464.580435746601,4372.56604626495,64.6446033528661,1106.19818008965,205.182549537816,97.9506177980311,799.974271960246,204.756029300938,196.386133014032,864.511462934636,675.620796760172,318.734678640511,23.2748952047065,96.0559653487319,374.515003342058,84.8784355605654,3405.38679757241,83.2770697309474,62.2013340322504,401.634828605394,75.2340074630519,65.5875858489473,25.7562515198599,47.4330637346654,10.6303770153258,59.4795737343275,51.6433665420625,27.8785317922232,30.1068098502384,101.196254272683,2024-03-21T03:34:39Z,2,2024-03-20,1,14.3175
240321_044614,348.393122747572,467.640090348035,4437.04391512719,63.8185133124181,1091.65853615891,205.417534599217,99.161388792739,1139.51265562207,205.686172846854,193.07981018652401,822.265182007204,753.727512970229,295.770638022926,21.1260782092886,100.562462108321,380.401430557255,93.2099297742622,3453.56635126321,70.8002817370756,61.9325119687571,417.134233787486,94.0449483357536,68.6453545126746,26.4130933104277,50.0215208181882,11.1915623482603,61.9786393510574,61.542469349736,25.6701042243074,39.4851043017837,280.360830150018,2024-03-21T04:46:14Z,2,2024-03-20,1,15.510555555555555
240321_055749,333.53690020651,421.228850801741,4419.94455927896,63.1349924552205,949.6237373105,193.395916200268,92.3078669081343,1397.01371287816,199.12459892758,183.689674779829,882.541859379159,731.726340885937,289.367433932978,16.9409676704966,91.8688021815206,385.727278958057,87.5197169356735,3328.34303591261,228.847997962556,52.3816501403779,395.658438439465,86.5368649097867,62.8134609039879,21.150094230962,47.6524479153776,11.334148665213,59.1462406822131,53.2687210966476,26.2630066212179,30.3666716941569,89.7171027710159,2024-03-21T05:57:49Z,2,2024-03-20,1,16.703611111111112
240321_144442,393.004216534385,280.667325693606,3571.11999963663,62.7919374568438,834.009321609162,150.895165569079,49.90188619473,458.736121565701,112.907196233556,97.4087404638236,739.22955900823,314.455099734246,228.12143039118,34.9383303057702,54.5146528993201,217.134571884722,59.4414917658744,2371.82726053864,86.285806712303,205.042212205809,292.311411330598,31.2825661416936,72.4024186510405,69.0947495055324,25.4219825244123,6.10139094023992,38.2519090677158,48.9321393231001,16.2003646302635,21.5403508907324,802.294675509163,2024-03-21T14:44:42Z,3,2024-03-21,2,0
240321_155617,404.455211243851,444.132508629532,3467.79368186229,51.8623763404034,989.91162186248,159.17910332792,52.242773767677,1786.85433775792,125.334212579653,128.073581842844,715.69099073817,328.624069187441,236.665520747142,19.6393565046381,57.7110568951702,344.644203939241,56.7040866673011,2331.34880085749,291.142100377935,86.8157035738202,298.382489072547,31.9315186292032,36.4993185197333,37.2019071237494,29.0636435030995,6.89425029235658,39.3530553156366,31.5851800535787,39.0758056521536,19.6509202259833,71.5289037447453,2024-03-21T15:56:17Z,3,2024-03-21,2,1.1930555555555555
240321_170753,387.084219844222,301.998520720868,3805.87956520365,58.2133372418005,849.130926357806,172.827292327955,47.0881106998459,1098.04543108473,114.049864181018,112.632211925446,656.726031230428,302.6726342309,210.51186682327,41.8739843859453,51.8130329524559,231.009345280614,58.0132985891806,2307.42135032173,129.086475529211,180.732724606594,286.786404108803,28.0443353260649,70.3411206144856,56.6486555136969,24.4824275464695,5.9643094341044,38.7933986974213,22.7859313284806,7.17135696856796,14.0112109955797,26.2581879893241,2024-03-21T17:07:53Z,3,2024-03-21,2,2.386388888888889
240321_181928,376.612054288073,295.721725507643,3973.74867382905,68.5529273045013,989.913892958368,177.205825015424,53.091566008910704,758.490008814079,127.506626334398,114.816765024378,804.674543235081,364.742802040592,231.399423427106,34.7549004452856,56.5535378187146,273.97764987438,65.1415992937314,2344.67723816514,148.239651070868,160.912029388961,312.273512387233,34.0882627928371,67.1930603832452,55.2338502164725,25.8762496999041,6.34629261972598,48.1967723688835,28.5554024785231,9.80115327258846,13.546663731744,43.5305825963505,2024-03-21T18:19:28Z,3,2024-03-21,2,3.5794444444444444
240321_193103,422.045308489354,319.057946396999,3635.6845663789,66.4769583915749,932.964060846123,182.885514460387,56.9529752809368,1323.52860116481,137.640629732839,138.476112984439,768.055788670957,379.763292752022,274.72910123782,42.4559372427909,61.8080653230752,256.85965372878,52.1673977588393,2488.14696119691,154.881047246878,165.5452128324,282.540757433886,31.7178234086981,66.3633798735954,53.6661870721846,30.8336264369448,7.5189558741612,34.2969188238472,23.4269819509611,7.8062979869989,17.0051069519825,33.5691577423369,2024-03-21T19:31:03Z,3,2024-03-21,2,4.7725
240321_204238,416.548443751818,323.274693429971,3659.83997752147,68.2785151226846,945.618980915239,177.756365381559,60.9326475400726,1581.39520120665,143.550349240969,139.580526603425,744.277033280607,381.121397689063,262.916101847682,41.1177556206427,63.9546132455698,258.828075389519,49.369874409285,2571.80994593845,219.11091727522,151.20936609381,293.836890257811,34.1702497222549,68.1696930175484,46.6089810373459,31.7561515448775,8.15070601666221,32.9235912285978,26.3017174529433,13.8197647595811,17.2520241367296,45.3396229835032,2024-03-21T20:42:38Z,3,2024-03-21,2,5.9655555555555555
240321_215414,372.670356346047,549.238461094215,3921.14070980908,61.1777635409676,1111.7087682439,179.118869127192,69.6662184271181,1846.15510103974,163.246459967495,186.349080337897,772.896836350034,433.066683955684,300.627973103474,21.0471619834925,76.858396173243,403.017084029654,55.775054700803,2856.9529772941,292.722418812771,81.2601424721467,315.827913388761,50.3998999677084,63.0370058293831,29.2872541003331,37.4626784983965,9.15192703826431,37.0268361325571,52.4312358062359,35.0174167613817,27.6904574212961,92.7619097625091,2024-03-21T21:54:14Z,3,2024-03-21,2,7.158888888888889
240321_230548,412.090273150433,438.329227251515,4209.99931480061,67.8530272505808,1104.01128187762,199.214488057931,81.4732966408639,1165.75032222048,179.780649709009,168.833820050575,847.322844277636,529.356315129282,283.543859918768,32.9408359707714,82.0765435909417,340.990937785244,73.2260144597372,3082.62770986014,131.278006556808,94.7530761613248,352.765610304432,56.1536699134706,73.6373622300127,36.762514554901,42.0237535964601,12.0379997594044,49.585090512225,38.2961443977121,18.4512666843156,22.1642288365709,79.9633146846022,2024-03-21T23:05:48Z,3,2024-03-21,2,8.351666666666667
240322_001725,395.64535410573,414.560274108703,4196.39200395149,64.3294956009078,1119.28170833351,193.984282118497,82.4893240117167,845.043919375162,183.725526155686,161.563357936975,831.501474951189,570.898820562389,249.755709545789,24.2830539717512,83.9383319964577,356.92257914514,73.0258121406764,3048.86353701068,77.8365926101805,77.7037410613986,347.153441825498,58.2425867296716,62.2726949761722,30.1253056517784,42.6968010802333,12.1766910505037,46.3426639799915,38.5195205858287,12.5338842856286,20.0930073083854,64.1553700889413,2024-03-22T00:17:25Z,3,2024-03-21,2,9.545277777777779
240322_012901,440.588404372476,333.316015240071,4217.39043590977,58.0693913463896,1110.74266143221,193.240555157043,68.3536410992954,787.054038044398,180.585459699354,145.462437828471,819.030304169076,516.311152487141,267.854037622173,24.9838565492834,84.5949479806734,316.516354890707,66.7261316797729,3034.78377597399,68.669370981597,70.1941360292072,355.590280296495,56.7353206734022,69.4880091193252,30.4859251625734,34.9878988606019,9.72402080096541,48.3403191569089,36.5006257635669,21.6483615614883,37.5183581904715,205.212760161932,2024-03-22T01:29:01Z,3,2024-03-21,2,10.738611111111112
240322_024037,402.549026450307,356.060414092387,4146.63966878187,55.9276802986115,1104.64746599801,176.880984457725,83.0979100639982,1700.08160979881,177.615973554511,172.757547059576,700.52352405671,530.511272012614,279.241895271659,22.6751174816653,82.5227358265871,325.939832998997,67.6106328378465,3053.58732086885,172.741162600466,59.5771663291121,337.424018855732,64.4222100809418,61.4143154789437,25.6876600033905,40.8241495064234,12.0239051145618,43.2300726065755,75.7209917447483,29.6154398031903,33.757294767674,662.715635646087,2024-03-22T02:40:37Z,3,2024-03-21,2,11.931944444444444
240322_035211,373.757201211655,522.983393100737,4092.77785685976,54.3885443806265,1111.43314913831,165.013191759176,86.1256365415391,2355.12333545875,179.945708070038,191.547747372801,686.922119959362,525.426673759806,280.602755692631,15.3017608779967,88.2927415472693,375.541031953916,61.8586636442102,3118.79850785856,154.706240806363,52.1160429956114,334.080602712902,63.1130956379982,46.8097338601933,25.2490875057427,48.3510618207563,9.64050426104285,44.859125075522,94.5313734741391,41.0103345294049,54.3006097990898,194.019941321249,2024-03-22T03:52:11Z,3,2024-03-21,2,13.124722222222223
240322_050347,375.890130970357,393.389730819796,4116.58688931047,58.8566373902531,1106.95420828246,189.4255322322,89.8667637071501,2108.16393924737,192.316708832051,187.957348567742,745.563048791597,623.346526810315,290.456165576446,20.8171059082075,87.2381240611548,363.531049354293,73.4474937822658,3302.84431874395,316.735432475718,54.0387740903916,369.466643213224,64.52491873658,50.9877193677215,26.414656888972,44.7453519617875,10.3930627410011,52.1147995999667,123.075896669195,35.3408002256786,44.3911481796899,829.574835006275,2024-03-22T05:03:47Z,3,2024-03-21,2,14.318055555555556
240322_061523,331.267662944521,428.871468186053,4330.51949866415,62.1786815002083,1091.97377048191,181.816810694975,91.4281710115877,1837.72807369217,195.396721284372,174.438797867366,838.387042369231,651.306473573999,276.249396916371,17.7332797708739,86.7209469823095,387.882021767518,83.8305988214272,3287.75661036162,257.23951225678,51.2145539857746,381.321902492399,68.6591093011943,59.9276937812711,26.8276449380959,46.7475746908537,12.9663152103899,59.2760844616093,56.0368546292852,24.0755949466751,30.1016431952006,102.481218490247,2024-03-22T06:15:23Z,3,2024-03-21,2,15.511388888888888
